"","ny_grk","gammel_grk","fra_aar","til_aar"
"5614","30230400","30230404","2020-01-01","2024-01-01"
"5615","30230400","30230405","2020-01-01","2024-01-01"
"5616",NA,"30230500","2020-01-01","2024-01-01"
"5617","30230500","30230501","2020-01-01","2024-01-01"
"5618","30230500","30230502","2020-01-01","2024-01-01"
"5619","30230500","30230503","2020-01-01","2024-01-01"
"5620","30230500","30230504","2020-01-01","2024-01-01"
"5621","30230500","30230505","2020-01-01","2024-01-01"
"5622","30230500","30230506","2020-01-01","2024-01-01"
"5623","30230500","30230507","2020-01-01","2024-01-01"
"5624","30230500","30230508","2020-01-01","2024-01-01"
"5625",NA,"30230600","2020-01-01","2024-01-01"
"5626","30230600","30230601","2020-01-01","2024-01-01"
"5627","30230600","30230602","2020-01-01","2024-01-01"
"5628","30230600","30230603","2020-01-01","2024-01-01"
"5629","30230600","30230604","2020-01-01","2024-01-01"
"5630","30230600","30230605","2020-01-01","2024-01-01"
"5631",NA,"30239900","2020-01-01","2024-01-01"
"5632","30239900","30239999","2020-01-01","2024-01-01"
"5633",NA,"30240100","2020-01-01","2024-01-01"
"5634","30240100","30240101","2020-01-01","2024-01-01"
"5635","30240100","30240102","2020-01-01","2024-01-01"
"5636","30240100","30240103","2020-01-01","2024-01-01"
"5637","30240100","30240104","2020-01-01","2024-01-01"
"5638","30240100","30240105","2020-01-01","2024-01-01"
"5639","30240100","30240106","2020-01-01","2024-01-01"
"5640","30240100","30240107","2020-01-01","2024-01-01"
"5641","30240100","30240108","2020-01-01","2024-01-01"
"5642","30240100","30240109","2020-01-01","2024-01-01"
"5643","30240100","30240110","2020-01-01","2024-01-01"
"5644","30240100","30240111","2020-01-01","2024-01-01"
"5645","30240100","30240112","2020-01-01","2024-01-01"
"5646","30240100","30240113","2020-01-01","2024-01-01"
"5647","30240100","30240114","2020-01-01","2024-01-01"
"5648","30240100","30240115","2020-01-01","2024-01-01"
"5649","30240100","30240116","2020-01-01","2024-01-01"
"5650","30240100","30240117","2020-01-01","2024-01-01"
"5651","30240100","30240118","2020-01-01","2024-01-01"
"5652","30240100","30240119","2020-01-01","2024-01-01"
"5653","30240100","30240120","2020-01-01","2024-01-01"
"5654","30240100","30240121","2020-01-01","2024-01-01"
"5655","30240100","30240122","2020-01-01","2024-01-01"
"5656",NA,"30240200","2020-01-01","2024-01-01"
"5657","30240200","30240201","2020-01-01","2024-01-01"
"5658","30240200","30240202","2020-01-01","2024-01-01"
"5659","30240200","30240203","2020-01-01","2024-01-01"
"5660","30240200","30240204","2020-01-01","2024-01-01"
"5661","30240200","30240205","2020-01-01","2024-01-01"
"5662","30240200","30240206","2020-01-01","2024-01-01"
"5663","30240200","30240207","2020-01-01","2024-01-01"
"5664","30240200","30240208","2020-01-01","2024-01-01"
"5665","30240200","30240209","2020-01-01","2024-01-01"
"5666","30240200","30240210","2020-01-01","2024-01-01"
"5667","30240200","30240211","2020-01-01","2024-01-01"
"5668","30240200","30240212","2020-01-01","2024-01-01"
"5669","30240200","30240213","2020-01-01","2024-01-01"
"5670","30240200","30240215","2020-01-01","2024-01-01"
"5671","30240200","30240217","2020-01-01","2024-01-01"
"5672","30240200","30240218","2020-01-01","2024-01-01"
"5673","30240200","30240219","2020-01-01","2024-01-01"
"5674","30240200","30240220","2020-01-01","2024-01-01"
"5675","30240200","30240221","2020-01-01","2024-01-01"
"5676",NA,"30240300","2020-01-01","2024-01-01"
"5677","30240300","30240301","2020-01-01","2024-01-01"
"5678","30240300","30240302","2020-01-01","2024-01-01"
"5679","30240300","30240303","2020-01-01","2024-01-01"
"5680","30240300","30240304","2020-01-01","2024-01-01"
"5681","30240300","30240305","2020-01-01","2024-01-01"
"5682","30240300","30240306","2020-01-01","2024-01-01"
"5683","30240300","30240307","2020-01-01","2024-01-01"
"5684","30240300","30240308","2020-01-01","2024-01-01"
"5685","30240300","30240309","2020-01-01","2024-01-01"
"5686","30240300","30240310","2020-01-01","2024-01-01"
"5687","30240300","30240311","2020-01-01","2024-01-01"
"5688","30240300","30240312","2020-01-01","2024-01-01"
"5689","30240300","30240313","2020-01-01","2024-01-01"
"5690","30240300","30240316","2020-01-01","2024-01-01"
"5691","30240300","30240317","2020-01-01","2024-01-01"
"5692","30240300","30240318","2020-01-01","2024-01-01"
"5693","30240300","30240319","2020-01-01","2024-01-01"
"5694","30240300","30240320","2020-01-01","2024-01-01"
"5695",NA,"30240400","2020-01-01","2024-01-01"
"5696","30240400","30240401","2020-01-01","2024-01-01"
"5697","30240400","30240404","2020-01-01","2024-01-01"
"5698","30240400","30240405","2020-01-01","2024-01-01"
"5699","30240400","30240407","2020-01-01","2024-01-01"
"5700","30240400","30240408","2020-01-01","2024-01-01"
"5701","30240400","30240409","2020-01-01","2024-01-01"
"5702","30240400","30240411","2020-01-01","2024-01-01"
"5703","30240400","30240414","2020-01-01","2024-01-01"
"5704","30240400","30240415","2020-01-01","2024-01-01"
"5705","30240400","30240417","2020-01-01","2024-01-01"
"5706","30240400","30240418","2020-01-01","2024-01-01"
"5707","30240400","30240419","2020-01-01","2024-01-01"
"5708","30240400","30240420","2020-01-01","2024-01-01"
"5709","30240400","30240421","2020-01-01","2024-01-01"
"5710","30240400","30240422","2020-01-01","2024-01-01"
"5711","30240400","30240423","2020-01-01","2024-01-01"
"5712","30240400","30240424","2020-01-01","2024-01-01"
"5713","30240400","30240425","2020-01-01","2024-01-01"
"5714","30240400","30240426","2020-01-01","2024-01-01"
"5715","30240400","30240427","2020-01-01","2024-01-01"
"5716","30240400","30240428","2020-01-01","2024-01-01"
"5717","30240400","30240429","2020-01-01","2024-01-01"
"5718","30240400","30240430","2020-01-01","2024-01-01"
"5719","30240400","30240431","2020-01-01","2024-01-01"
"5720","30240400","30240432","2020-01-01","2024-01-01"
"5721",NA,"30240500","2020-01-01","2024-01-01"
"5722","30240500","30240501","2020-01-01","2024-01-01"
"5723","30240500","30240502","2020-01-01","2024-01-01"
"5724","30240500","30240505","2020-01-01","2024-01-01"
"5725","30240500","30240506","2020-01-01","2024-01-01"
"5726","30240500","30240507","2020-01-01","2024-01-01"
"5727","30240500","30240509","2020-01-01","2024-01-01"
"5728","30240500","30240512","2020-01-01","2024-01-01"
"5729","30240500","30240513","2020-01-01","2024-01-01"
"5730","30240500","30240514","2020-01-01","2024-01-01"
"5731","30240500","30240515","2020-01-01","2024-01-01"
"5732","30240500","30240516","2020-01-01","2024-01-01"
"5733","30240500","30240517","2020-01-01","2024-01-01"
"5734","30240500","30240518","2020-01-01","2024-01-01"
"5735","30240500","30240520","2020-01-01","2024-01-01"
"5736","30240500","30240522","2020-01-01","2024-01-01"
"5737","30240500","30240523","2020-01-01","2024-01-01"
"5738","30240500","30240524","2020-01-01","2024-01-01"
"5739","30240500","30240525","2020-01-01","2024-01-01"
"5740","30240500","30240526","2020-01-01","2024-01-01"
"5741","30240500","30240527","2020-01-01","2024-01-01"
"5742","30240500","30240528","2020-01-01","2024-01-01"
"5743","30240500","30240529","2020-01-01","2024-01-01"
"5744","30240500","30240530","2020-01-01","2024-01-01"
"5745","30240500","30240531","2020-01-01","2024-01-01"
"5746","30240500","30240532","2020-01-01","2024-01-01"
"5747","30240500","30240533","2020-01-01","2024-01-01"
"5748","30240500","30240534","2020-01-01","2024-01-01"
"5749","30240500","30240535","2020-01-01","2024-01-01"
"5750",NA,"30240600","2020-01-01","2024-01-01"
"5751","30240600","30240601","2020-01-01","2024-01-01"
"5752","30240600","30240602","2020-01-01","2024-01-01"
"5753","30240600","30240603","2020-01-01","2024-01-01"
"5754","30240600","30240604","2020-01-01","2024-01-01"
"5755","30240600","30240605","2020-01-01","2024-01-01"
"5756","30240600","30240606","2020-01-01","2024-01-01"
"5757","30240600","30240608","2020-01-01","2024-01-01"
"5758","30240600","30240609","2020-01-01","2024-01-01"
"5759","30240600","30240610","2020-01-01","2024-01-01"
"5760","30240600","30240611","2020-01-01","2024-01-01"
"5761","30240600","30240612","2020-01-01","2024-01-01"
"5762","30240600","30240613","2020-01-01","2024-01-01"
"5763","30240600","30240614","2020-01-01","2024-01-01"
"5764","30240600","30240615","2020-01-01","2024-01-01"
"5765","30240600","30240617","2020-01-01","2024-01-01"
"5766","30240600","30240618","2020-01-01","2024-01-01"
"5767","30240600","30240619","2020-01-01","2024-01-01"
"5768","30240600","30240620","2020-01-01","2024-01-01"
"5769",NA,"30240700","2020-01-01","2024-01-01"
"5770","30240700","30240701","2020-01-01","2024-01-01"
"5771","30240700","30240702","2020-01-01","2024-01-01"
"5772","30240700","30240703","2020-01-01","2024-01-01"
"5773","30240700","30240704","2020-01-01","2024-01-01"
"5774","30240700","30240705","2020-01-01","2024-01-01"
"5775","30240700","30240706","2020-01-01","2024-01-01"
"5776","30240700","30240707","2020-01-01","2024-01-01"
"5777","30240700","30240708","2020-01-01","2024-01-01"
"5778","30240700","30240709","2020-01-01","2024-01-01"
"5779","30240700","30240710","2020-01-01","2024-01-01"
"5780","30240700","30240711","2020-01-01","2024-01-01"
"5781","30240700","30240712","2020-01-01","2024-01-01"
"5782","30240700","30240713","2020-01-01","2024-01-01"
"5783","30240700","30240714","2020-01-01","2024-01-01"
"5784","30240700","30240715","2020-01-01","2024-01-01"
"5785",NA,"30240800","2020-01-01","2024-01-01"
"5786","30240800","30240801","2020-01-01","2024-01-01"
"5787","30240800","30240802","2020-01-01","2024-01-01"
"5788","30240800","30240803","2020-01-01","2024-01-01"
"5789","30240800","30240804","2020-01-01","2024-01-01"
"5790","30240800","30240805","2020-01-01","2024-01-01"
"5791","30240800","30240806","2020-01-01","2024-01-01"
"5792","30240800","30240807","2020-01-01","2024-01-01"
"5793","30240800","30240808","2020-01-01","2024-01-01"
"5794","30240800","30240809","2020-01-01","2024-01-01"
"5795","30240800","30240810","2020-01-01","2024-01-01"
"5796","30240800","30240812","2020-01-01","2024-01-01"
"5797","30240800","30240813","2020-01-01","2024-01-01"
"5798","30240800","30240814","2020-01-01","2024-01-01"
"5799","30240800","30240815","2020-01-01","2024-01-01"
"5800","30240800","30240816","2020-01-01","2024-01-01"
"5801","30240800","30240817","2020-01-01","2024-01-01"
"5802","30240800","30240818","2020-01-01","2024-01-01"
"5803","30240800","30240819","2020-01-01","2024-01-01"
"5804","30240800","30240820","2020-01-01","2024-01-01"
"5805","30240800","30240821","2020-01-01","2024-01-01"
"5806","30240800","30240822","2020-01-01","2024-01-01"
"5807","30240800","30240823","2020-01-01","2024-01-01"
"5808","30240800","30240824","2020-01-01","2024-01-01"
"5809","30240800","30240825","2020-01-01","2024-01-01"
"5810","30240800","30240826","2020-01-01","2024-01-01"
"5811","30240800","30240827","2020-01-01","2024-01-01"
"5812","30240800","30240828","2020-01-01","2024-01-01"
"5813","30240800","30240829","2020-01-01","2024-01-01"
"5814","30240800","30240830","2020-01-01","2024-01-01"
"5815","30240800","30240831","2020-01-01","2024-01-01"
"5816",NA,"30240900","2020-01-01","2024-01-01"
"5817","30240900","30240901","2020-01-01","2024-01-01"
"5818","30240900","30240902","2020-01-01","2024-01-01"
"5819","30240900","30240903","2020-01-01","2024-01-01"
"5820","30240900","30240904","2020-01-01","2024-01-01"
"5821","30240900","30240905","2020-01-01","2024-01-01"
"5822","30240900","30240906","2020-01-01","2024-01-01"
"5823","30240900","30240907","2020-01-01","2024-01-01"
"5824","30240900","30240908","2020-01-01","2024-01-01"
"5825","30240900","30240913","2020-01-01","2024-01-01"
"5826","30240900","30240917","2020-01-01","2024-01-01"
"5827","30240900","30240918","2020-01-01","2024-01-01"
"5828","30240900","30240919","2020-01-01","2024-01-01"
"5829","30240900","30240920","2020-01-01","2024-01-01"
"5830","30240900","30240921","2020-01-01","2024-01-01"
"5831","30240900","30240922","2020-01-01","2024-01-01"
"5832","30240900","30240923","2020-01-01","2024-01-01"
"5833","30240900","30240924","2020-01-01","2024-01-01"
"5834","30240900","30240925","2020-01-01","2024-01-01"
"5835","30240900","30240926","2020-01-01","2024-01-01"
"5836","30240900","30240927","2020-01-01","2024-01-01"
"5837","30240900","30240928","2020-01-01","2024-01-01"
"5838","30240900","30240929","2020-01-01","2024-01-01"
"5839","30240900","30240930","2020-01-01","2024-01-01"
"5840","30240900","30240931","2020-01-01","2024-01-01"
"5841","30240900","30240932","2020-01-01","2024-01-01"
"5842","30240900","30240933","2020-01-01","2024-01-01"
"5843","30240900","30240934","2020-01-01","2024-01-01"
"5844","30240900","30240935","2020-01-01","2024-01-01"
"5845",NA,"30241000","2020-01-01","2024-01-01"
"5846","30241000","30241004","2020-01-01","2024-01-01"
"5847","30241000","30241005","2020-01-01","2024-01-01"
"5848","30241000","30241006","2020-01-01","2024-01-01"
"5849","30241000","30241007","2020-01-01","2024-01-01"
"5850","30241000","30241008","2020-01-01","2024-01-01"
"5851","30241000","30241009","2020-01-01","2024-01-01"
"5852","30241000","30241010","2020-01-01","2024-01-01"
"5853","30241000","30241011","2020-01-01","2024-01-01"
"5854","30241000","30241014","2020-01-01","2024-01-01"
"5855","30241000","30241015","2020-01-01","2024-01-01"
"5856","30241000","30241016","2020-01-01","2024-01-01"
"5857","30241000","30241017","2020-01-01","2024-01-01"
"5858","30241000","30241018","2020-01-01","2024-01-01"
"5859","30241000","30241019","2020-01-01","2024-01-01"
"5860","30241000","30241020","2020-01-01","2024-01-01"
"5861","30241000","30241021","2020-01-01","2024-01-01"
"5862","30241000","30241022","2020-01-01","2024-01-01"
"5863","30241000","30241023","2020-01-01","2024-01-01"
"5864","30241000","30241024","2020-01-01","2024-01-01"
"5865","30241000","30241025","2020-01-01","2024-01-01"
"5866","30241000","30241026","2020-01-01","2024-01-01"
"5867",NA,"30241100","2020-01-01","2024-01-01"
"5868","30241100","30241101","2020-01-01","2024-01-01"
"5869","30241100","30241102","2020-01-01","2024-01-01"
"5870","30241100","30241103","2020-01-01","2024-01-01"
"5871","30241100","30241104","2020-01-01","2024-01-01"
"5872","30241100","30241105","2020-01-01","2024-01-01"
"5873","30241100","30241106","2020-01-01","2024-01-01"
"5874","30241100","30241107","2020-01-01","2024-01-01"
"5875","30241100","30241108","2020-01-01","2024-01-01"
"5876","30241100","30241110","2020-01-01","2024-01-01"
"5877","30241100","30241112","2020-01-01","2024-01-01"
"5878","30241100","30241113","2020-01-01","2024-01-01"
"5879","30241100","30241114","2020-01-01","2024-01-01"
"5880","30241100","30241115","2020-01-01","2024-01-01"
"5881","30241100","30241116","2020-01-01","2024-01-01"
"5882","30241100","30241117","2020-01-01","2024-01-01"
"5883","30241100","30241119","2020-01-01","2024-01-01"
"5884","30241100","30241120","2020-01-01","2024-01-01"
"5885","30241100","30241121","2020-01-01","2024-01-01"
"5886","30241100","30241122","2020-01-01","2024-01-01"
"5887","30241100","30241123","2020-01-01","2024-01-01"
"5888","30241100","30241124","2020-01-01","2024-01-01"
"5889","30241100","30241125","2020-01-01","2024-01-01"
"5890","30241100","30241126","2020-01-01","2024-01-01"
"5891","30241100","30241127","2020-01-01","2024-01-01"
"5892","30241100","30241128","2020-01-01","2024-01-01"
"5893","30241100","30241129","2020-01-01","2024-01-01"
"5894",NA,"30241200","2020-01-01","2024-01-01"
"5895","30241200","30241201","2020-01-01","2024-01-01"
"5896","30241200","30241202","2020-01-01","2024-01-01"
"5897","30241200","30241203","2020-01-01","2024-01-01"
"5898","30241200","30241204","2020-01-01","2024-01-01"
"5899","30241200","30241205","2020-01-01","2024-01-01"
"5900","30241200","30241206","2020-01-01","2024-01-01"
"5901","30241200","30241207","2020-01-01","2024-01-01"
"5902","30241200","30241208","2020-01-01","2024-01-01"
"5903","30241200","30241209","2020-01-01","2024-01-01"
"5904","30241200","30241210","2020-01-01","2024-01-01"
"5905","30241200","30241211","2020-01-01","2024-01-01"
"5906","30241200","30241212","2020-01-01","2024-01-01"
"5907","30241200","30241213","2020-01-01","2024-01-01"
"5908","30241200","30241214","2020-01-01","2024-01-01"
"5909","30241200","30241215","2020-01-01","2024-01-01"
"5910","30241200","30241216","2020-01-01","2024-01-01"
"5911","30241200","30241217","2020-01-01","2024-01-01"
"5912","30241200","30241218","2020-01-01","2024-01-01"
"5913","30241200","30241219","2020-01-01","2024-01-01"
"5914",NA,"30241300","2020-01-01","2024-01-01"
"5915","30241300","30241301","2020-01-01","2024-01-01"
"5916","30241300","30241302","2020-01-01","2024-01-01"
"5917","30241300","30241304","2020-01-01","2024-01-01"
"5918","30241300","30241305","2020-01-01","2024-01-01"
"5919","30241300","30241306","2020-01-01","2024-01-01"
"5920",NA,"30241400","2020-01-01","2024-01-01"
"5921","30241400","30241401","2020-01-01","2024-01-01"
"5922","30241400","30241403","2020-01-01","2024-01-01"
"5923","30241400","30241404","2020-01-01","2024-01-01"
"5924","30241400","30241405","2020-01-01","2024-01-01"
"5925","30241400","30241406","2020-01-01","2024-01-01"
"5926","30241400","30241407","2020-01-01","2024-01-01"
"5927","30241400","30241408","2020-01-01","2024-01-01"
"5928","30241400","30241409","2020-01-01","2024-01-01"
"5929","30241400","30241410","2020-01-01","2024-01-01"
"5930","30241400","30241411","2020-01-01","2024-01-01"
"5931","30241400","30241412","2020-01-01","2024-01-01"
"5932","30241400","30241413","2020-01-01","2024-01-01"
"5933","30241400","30241414","2020-01-01","2024-01-01"
"5934","30241400","30241415","2020-01-01","2024-01-01"
"5935","30241400","30241416","2020-01-01","2024-01-01"
"5936","30241400","30241417","2020-01-01","2024-01-01"
"5937","30241400","30241418","2020-01-01","2024-01-01"
"5938","30241400","30241419","2020-01-01","2024-01-01"
"5939","30241400","30241420","2020-01-01","2024-01-01"
"5940","30241400","30241421","2020-01-01","2024-01-01"
"5941","30241400","30241422","2021-01-01","2024-01-01"
"5942",NA,"30241500","2020-01-01","2024-01-01"
"5943","30241500","30241501","2020-01-01","2024-01-01"
"5944","30241500","30241502","2020-01-01","2024-01-01"
"5945","30241500","30241503","2020-01-01","2024-01-01"
"5946","30241500","30241504","2020-01-01","2024-01-01"
"5947","30241500","30241505","2020-01-01","2024-01-01"
"5948","30241500","30241506","2020-01-01","2024-01-01"
"5949","30241500","30241507","2020-01-01","2024-01-01"
"5950","30241500","30241508","2020-01-01","2024-01-01"
"5951","30241500","30241509","2020-01-01","2024-01-01"
"5952","30241500","30241510","2020-01-01","2024-01-01"
"5953","30241500","30241511","2020-01-01","2024-01-01"
"5954","30241500","30241512","2020-01-01","2024-01-01"
"5955","30241500","30241513","2020-01-01","2024-01-01"
"5956","30241500","30241514","2020-01-01","2024-01-01"
"5957","30241500","30241515","2020-01-01","2024-01-01"
"5958","30241500","30241516","2020-01-01","2024-01-01"
"5959",NA,"30241600","2020-01-01","2024-01-01"
"5960","30241600","30241602","2020-01-01","2024-01-01"
